# positionX (cm), positionY (mm) 
0.0 , 1.800779
0.1 , 1.690691
0.2 , 1.3860799
0.3 , 1.498387
0.4 , 1.770101
0.5 , 1.7092679999999998
0.6 , 1.995939
0.7 , 2.65191
0.8 , 1.8350739999999999
0.9 , 2.3657399999999997
1.0 , 2.64316
1.1 , 2.40768
1.2 , 1.909459
1.3 , 2.0762329999999998
1.4 , 2.5643399999999996
1.5 , 2.4473599999999998
1.6 , 2.51349
1.7 , 2.55908
1.8 , 2.8275699999999997
1.9 , 2.178356
2.0 , 2.185288
2.1 , 2.7263
2.2 , 1.924761
2.3 , 2.60988
2.4 , 2.26613
2.5 , 2.40707
2.6 , 2.2877709999999998
2.7 , 2.114563
2.8 , 1.914769
2.9 , 2.229281
3.0 , 2.269255
3.1 , 1.4202849999999998
3.2 , 1.438167
3.3 , 0.9096839999999999
3.4 , 1.288338
3.5 , 0.39363199999999987
3.6 , 0.6958669999999999
3.7 , 0.9009799999999999
3.8 , 0.1999899999999999
3.9 , 0.6168879999999999
4.0 , 0.6095129999999999
4.1 , 0.2072799999999999
4.2 , 0.8898759999999999
4.3 , 0.35431999999999986
4.4 , 0.8089009999999999
4.5 , 0.5315979999999999
4.6 , 0.7000139999999999
4.7 , 0.728173
4.8 , 0.6552179999999999
4.9 , 0.5428789999999999
5.0 , 0.4849549999999999
5.1 , 0.29011999999999993
5.2 , 0.8259199999999999
5.3 , -0.0093700000000001
5.4 , 0.07962999999999987
5.5 , 0.6374799999999999
5.6 , 0.15723999999999982
5.7 , 0.8215109999999999
5.8 , 1.026422
5.9 , 0.41799699999999995
6.0 , 0.43193799999999993
6.1 , 1.22298
6.2 , 0.3678929999999999
6.3 , 0.641029
6.4 , 1.4046059999999998
6.5 , 2.154274
6.6 , 1.975908
6.7 , 1.5438049999999999
6.8 , 1.9604529999999998
6.9 , 1.6836689999999999
7.0 , 2.57766
7.1 , 1.725852
7.2 , 2.172753
7.3 , 2.4970299999999996
7.4 , 2.43293
7.5 , 2.60074
7.6 , 2.2296449999999997
7.7 , 2.206673
7.8 , 2.4441100000000002
7.9 , 2.0314129999999997
8.0 , 2.44272
8.1 , 1.913206
8.2 , 2.288369
8.3 , 1.835423
8.4 , 2.3316749999999997
8.5 , 2.69993
8.6 , 2.085355
8.7 , 2.040701
8.8 , 2.39621
8.9 , 1.9398199999999999
9.0 , 2.5598599999999996
9.1 , 2.5349399999999997
9.2 , 2.197977
9.3 , 2.013228
9.4 , 2.182826
9.5 , 1.643354
9.6 , 1.508405
9.7 , 1.4285889999999999
9.8 , 0.49697099999999994
9.9 , 1.059192
10.0 , 1.169508
10.1 , 0.6288689999999999
10.2 , 0.5981599999999999
10.3 , 0.14528999999999992
10.4 , 0.1251199999999999
10.5 , 0.5142199999999999
10.6 , 0.40947199999999995
10.7 , 0.6300489999999999
10.8 , 0.6043569999999999
10.9 , 0.1854699999999998
11.0 , 0.4632369999999999
11.1 , -0.11459000000000019
11.2 , 0.624558
11.3 , 0.09038999999999997
11.4 , 0.728775
11.5 , 0.18009999999999993
11.6 , -0.06447000000000003
11.7 , 0.11688999999999994
11.8 , 0.5588079999999999
11.9 , 0.730964
12.0 , 0.3777219999999999
12.1 , 0.44344099999999986
12.2 , 0.8849989999999999
12.3 , 0.8356069999999999
12.4 , 0.6730109999999999
12.5 , 0.3078399999999999
12.6 , 0.6523419999999999
12.7 , 1.46196
12.8 , 1.408051
12.9 , 1.680879
13.0 , 1.802439
13.1 , 1.471882
13.2 , 2.275397
13.3 , 2.242111
13.4 , 2.61721
13.5 , 2.2328219999999996
13.6 , 2.62821
13.7 , 2.48944
13.8 , 2.117579
13.9 , 2.5454999999999997
14.0 , 2.150616
14.1 , 2.056272
14.2 , 2.27668
14.3 , 1.927822
14.4 , 2.6030499999999996
14.5 , 1.9619429999999998
14.6 , 2.55387
14.7 , 2.1998759999999997
14.8 , 2.7236
14.9 , 2.69766
15.0 , 1.844217
15.1 , 1.89079
15.2 , 2.213978
15.3 , 1.9686439999999998
15.4 , 1.6540869999999999
15.5 , 2.049839
15.6 , 1.7732929999999998
15.7 , 1.7098639999999998
15.8 , 1.4637749999999998
15.9 , 1.947326
16.0 , 1.365556
16.1 , 0.6696449999999999
16.2 , 1.2084279999999998
16.3 , 0.5044469999999999
16.4 , 1.1402949999999998
16.5 , 0.46471799999999985
16.6 , 0.24483999999999995
16.7 , 0.946982
16.8 , 0.12102999999999997
16.9 , 0.6083799999999999
17.0 , 0.3369
17.1 , 0.11439999999999984
17.2 , 0.3050299999999999
17.3 , 0.32206999999999986
17.4 , 0.8242209999999999
17.5 , 0.09609999999999985
17.6 , 0.2607499999999998
17.7 , 0.3448399999999998
17.8 , 0.01537999999999995
17.9 , 0.5666819999999999
18.0 , 0.763778
18.1 , 0.8588769999999999
18.2 , 0.7229939999999999
18.3 , 0.7080799999999999
18.4 , 0.40236899999999987
18.5 , 0.5396519999999999
18.6 , 0.4436309999999999
18.7 , 0.5258939999999999
18.8 , 1.1128879999999999
18.9 , 1.1352669999999998
19.0 , 0.9330309999999999
19.1 , 0.9308159999999999
19.2 , 1.669144
19.3 , 1.618957
19.4 , 1.442378
19.5 , 1.681095
19.6 , 2.024996
19.7 , 1.63036
19.8 , 2.2611049999999997
19.9 , 2.114408
20.0 , 2.4488
20.1 , 2.5576
20.2 , 2.193004
20.3 , 2.332346
20.4 , 2.0753269999999997
20.5 , 2.58376
20.6 , 1.9930759999999998
20.7 , 2.276369
20.8 , 1.912067
20.9 , 2.168455
21.0 , 1.9055039999999999
21.1 , 2.1498909999999998
21.2 , 2.2695179999999997
21.3 , 2.38324
21.4 , 2.45854
21.5 , 2.309527
21.6 , 1.756799
21.7 , 2.4999399999999996
21.8 , 1.6343029999999998
21.9 , 1.669057
22.0 , 2.149631
22.1 , 2.1996409999999997
22.2 , 2.3050949999999997
22.3 , 1.766174
22.4 , 1.6405759999999998
22.5 , 0.9229229999999999
22.6 , 1.226268
22.7 , 0.8408189999999999
22.8 , 0.537607
22.9 , 0.9867329999999999
23.0 , 0.9772159999999999
23.1 , 0.964259
23.2 , 0.8334119999999999
23.3 , 0.6407839999999999
23.4 , 0.24054999999999982
23.5 , 0.8303799999999999
23.6 , 0.8426309999999999
23.7 , 0.13449
23.8 , 0.12317999999999985
23.9 , 0.5215949999999999
24.0 , 0.23344999999999994
24.1 , 0.7508839999999999
24.2 , 0.11307
24.3 , 0.30938
24.4 , 0.7109469999999999
24.5 , 0.12151999999999985
24.6 , 0.6877449999999999
24.7 , 0.8861429999999999
24.8 , 0.48130399999999995
24.9 , 0.7067669999999999
25.0 , 0.6805049999999999
25.1 , 0.25281
25.2 , 0.7940929999999999
25.3 , 0.9192799999999999
25.4 , 0.86957
25.5 , 1.263345
25.6 , 1.7464209999999998
25.7 , 1.351394
25.8 , 1.789618
25.9 , 2.37326
26.0 , 1.742991
26.1 , 1.6829749999999999
26.2 , 2.37605
26.3 , 1.724227
26.4 , 2.64974
26.5 , 1.803157
26.6 , 1.9265849999999998
26.7 , 2.230755
26.8 , 2.4601499999999996
26.9 , 1.983635
27.0 , 2.75196
27.1 , 2.5929
27.2 , 1.9477639999999998
27.3 , 2.034729
27.4 , 2.6298
27.5 , 2.238504
27.6 , 2.43316
27.7 , 2.40134
27.8 , 2.226359
27.9 , 2.6417
28.0 , 2.5547
28.1 , 1.9101249999999999
28.2 , 2.61871
28.3 , 2.128368
28.4 , 2.155063
28.5 , 2.249567
28.6 , 1.623351
28.7 , 1.8014729999999999
28.8 , 1.803382
28.9 , 1.2949499999999998
29.0 , 1.0518269999999998
29.1 , 0.32399
29.2 , 0.6514949999999999
29.3 , 0.8415269999999999
29.4 , 0.5706689999999999
29.5 , 0.05699999999999994
29.6 , 0.9614729999999999
29.7 , 0.06532999999999989
29.8 , 0.7986139999999999
29.9 , 0.39067299999999994
30.0 , 0.6667029999999999
30.1 , 0.08782000000000001
30.2 , 0.760774
30.3 , 0.5482989999999999
30.4 , 0.6373149999999999
30.5 , 0.15493999999999986
30.6 , 0.15020999999999995
30.7 , 0.16747999999999985
30.8 , 0.6395379999999999
30.9 , 0.17618999999999985
31.0 , 0.3477189999999999
31.1 , 0.8590859999999999
31.2 , 0.17398999999999987
31.3 , 0.8604149999999999
31.4 , 0.9774799999999999
31.5 , 0.9709089999999999
31.6 , 0.9677509999999999
31.7 , 0.9459339999999998
31.8 , 0.42025999999999986
31.9 , 0.8540409999999998
32.0 , 0.8652529999999998
32.1 , 1.900922
32.2 , 1.7641959999999999
32.3 , 2.105327
32.4 , 2.4461899999999996
32.5 , 1.805069
32.6 , 1.6569239999999998
32.7 , 2.65922
32.8 , 2.59586
32.9 , 2.72064
33.0 , 2.4775799999999997
33.1 , 2.152609
33.2 , 2.46626
33.3 , 1.85533
33.4 , 2.2887589999999998
33.5 , 2.117826
33.6 , 2.41925
33.7 , 1.988762
33.8 , 2.60512
33.9 , 2.79284
34.0 , 2.300377
34.1 , 2.38823
34.2 , 2.77217
34.3 , 2.55707
34.4 , 1.949465
34.5 , 2.5016499999999997
34.6 , 2.50204
34.7 , 2.5317
34.8 , 2.209953
34.9 , 2.266429
35.0 , 1.8923459999999999
35.1 , 2.036192
35.2 , 1.3593149999999998
35.3 , 0.559186
35.4 , 0.858919
35.5 , 0.3291799999999998
35.6 , 0.3338699999999999
35.7 , 0.19648
35.8 , 0.28549999999999986
35.9 , 0.894353
36.0 , 0.8996999999999999
36.1 , 0.4883979999999999
36.2 , 0.786198
36.3 , 0.0411499999999998
36.4 , 0.5929769999999999
36.5 , 0.26491
36.6 , 0.587119
36.7 , 0.6538939999999999
36.8 , 0.30591999999999997
36.9 , -0.06606000000000001
37.0 , 0.38877699999999993
37.1 , -0.05569000000000002
37.2 , 0.6539739999999999
37.3 , 0.4482259999999999
37.4 , 0.6915989999999999
37.5 , 0.6417069999999999
37.6 , 0.7328029999999999
37.7 , 0.9278939999999999
37.8 , 0.3318399999999999
37.9 , 0.14208999999999983
38.0 , 1.046068
38.1 , 0.38020699999999996
38.2 , 1.288312
38.3 , 0.7943889999999999
38.4 , 1.7689659999999998
38.5 , 1.2568145
38.6 , 1.3646352
38.7 , 1.654326
38.8 , 2.35873
38.9 , 1.7187249999999998
39.0 , 1.698114
39.1 , 2.4454399999999996
39.2 , 2.5608
39.3 , 2.178187
39.4 , 2.1813
39.5 , 2.66633
39.6 , 2.2320889999999998
39.7 , 2.194597
39.8 , 2.110794
39.9 , 2.73501
40.0 , 2.57252
40.1 , 2.7999099999999997
40.2 , 2.59312
40.3 , 1.954936
40.4 , 1.9970849999999998
40.5 , 1.936318
40.6 , 2.3553499999999996
40.7 , 1.895147
40.8 , 2.5957999999999997
40.9 , 2.137418
41.0 , 2.122673
41.1 , 2.1734489999999997
41.2 , 2.35649
41.3 , 1.5817979999999998
41.4 , 2.259728
41.5 , 1.558015
41.6 , 1.7834889999999999
41.7 , 1.131552
41.8 , 0.7874229999999999
41.9 , 0.9766799999999999
42.0 , 0.26234999999999986
42.1 , 0.21531999999999996
42.2 , 0.532322
42.3 , 0.855861
42.4 , 0.8051849999999999
42.5 , 0.4532189999999999
42.6 , 0.6980419999999999
42.7 , 0.26810999999999985
42.8 , -0.009460000000000024
42.9 , 0.7452869999999999
43.0 , 0.22409999999999997
43.1 , -0.1434200000000001
43.2 , -0.02605000000000013
43.3 , 0.6160429999999999
43.4 , 0.7287039999999999
43.5 , 0.8535269999999999
43.6 , 0.7710349999999999
43.7 , 0.690286
43.8 , 0.19665999999999983
43.9 , 0.6671389999999999
44.0 , 0.5609279999999999
44.1 , 0.48839299999999986
44.2 , 0.696332
44.3 , 0.12483
44.4 , 1.1654
44.5 , 0.35464299999999993
44.6 , 1.227733
44.7 , 0.6884159999999999
44.8 , 1.7899599999999998
44.9 , 1.920118
45.0 , 2.293097
45.1 , 2.38661
45.2 , 2.47836
45.3 , 2.274768
45.4 , 2.017953
45.5 , 1.954577
45.6 , 2.189432
45.7 , 2.268523
45.8 , 1.896385
45.9 , 2.6606199999999998
46.0 , 2.7831799999999998
46.1 , 2.103083
46.2 , 1.9906959999999998
46.3 , 1.8437919999999999
46.4 , 2.35794
46.5 , 2.77593
46.6 , 2.5992499999999996
46.7 , 2.094114
46.8 , 1.9601819999999999
46.9 , 2.44843
47.0 , 2.76144
47.1 , 1.9777369999999999
47.2 , 1.9279469999999999
47.3 , 2.6646599999999996
47.4 , 2.010519
47.5 , 1.6709749999999999
47.6 , 2.41939
47.7 , 1.4507169999999998
47.8 , 1.7869469999999998
47.9 , 1.843086
48.0 , 0.8600869999999999
48.1 , 1.029434
48.2 , 0.8440549999999999
48.3 , 0.9415359999999999
48.4 , 0.5903019999999999
48.5 , 0.521133
48.6 , 0.6395649999999999
48.7 , 0.959957
48.8 , 0.6790189999999999
48.9 , 0.13630999999999993
49.0 , -0.017830000000000013
49.1 , 0.13883999999999985
49.2 , 0.18781999999999988
49.3 , 0.3125899999999999
49.4 , 0.2332599999999998
49.5 , -0.03958000000000017
49.6 , 0.18675999999999982
49.7 , 0.2521199999999999
49.8 , 0.10772999999999988
49.9 , 0.21614
50.0 , 0.017779999999999907
50.1 , 0.43537899999999996
50.2 , 0.019369999999999887
50.3 , 0.8557109999999999
50.4 , 0.29972
50.5 , 0.7815889999999999
50.6 , 0.10902999999999996
50.7 , 0.3076899999999998
50.8 , 0.4489289999999999
50.9 , 0.6834799999999999
51.0 , 0.3936569999999999
51.1 , 0.5491269999999999
51.2 , 0.9520659999999999
51.3 , 2.065105
51.4 , 1.8438379999999999
51.5 , 2.02226
51.6 , 1.5312919999999999
51.7 , 2.35863
51.8 , 2.050379
51.9 , 2.319172
52.0 , 2.2197259999999996
52.1 , 2.269326
52.2 , 2.66467
52.3 , 2.56844
52.4 , 1.9965279999999999
52.5 , 1.8341029999999998
52.6 , 2.0020569999999998
52.7 , 2.021965
52.8 , 2.135411
52.9 , 2.090076
53.0 , 2.098022
53.1 , 2.81757
53.2 , 2.51227
53.3 , 2.2764119999999997
53.4 , 1.775232
53.5 , 2.6027699999999996
53.6 , 1.956378
53.7 , 1.90726
53.8 , 1.792764
53.9 , 2.3983
54.0 , 1.631343
54.1 , 1.4660659999999999
54.2 , 1.722105
54.3 , 2.0999749999999997
54.4 , 1.770981
54.5 , 0.9373259999999999
54.6 , 1.287922
54.7 , 0.5973499999999999
54.8 , 0.5419789999999999
54.9 , 0.3839879999999999
55.0 , 1.0176509999999999
55.1 , 0.2135499999999999
55.2 , 0.9161359999999998
55.3 , 0.07707999999999982
55.4 , 0.36396499999999987
55.5 , 0.7514249999999999
55.6 , -0.08504
55.7 , 0.5069969999999999
55.8 , 0.23146
55.9 , 0.4242419999999999
56.0 , 0.7924689999999999
56.1 , 0.8145319999999999
56.2 , 0.05664999999999987
56.3 , 0.02303999999999995
56.4 , 0.3693059999999999
56.5 , 0.11668999999999996
56.6 , 0.6684589999999999
56.7 , 0.5724609999999999
56.8 , 0.20438
56.9 , 0.25066999999999995
57.0 , 0.38793199999999994
57.1 , 0.9392799999999999
57.2 , 0.8871259999999999
57.3 , 0.575085
57.4 , 0.8320649999999999
57.5 , 0.9738269999999999
57.6 , 1.054846
57.7 , 1.511617
57.8 , 1.5326499999999998
57.9 , 1.980251
58.0 , 2.47694
58.1 , 2.46169
58.2 , 2.4535099999999996
58.3 , 2.3666
58.4 , 2.60927
58.5 , 2.50922
58.6 , 2.55766
58.7 , 2.54039
58.8 , 2.309822
58.9 , 2.78117
59.0 , 2.36429
59.1 , 2.1593169999999997
59.2 , 2.67283
59.3 , 2.7343
59.4 , 1.939598
59.5 , 2.047987
59.6 , 2.166217
59.7 , 1.850025
59.8 , 1.8749339999999999
59.9 , 1.974491
60.0 , 2.6117999999999997
60.1 , 1.8346989999999999
60.2 , 1.921938
60.3 , 1.64441
60.4 , 1.764041
60.5 , 2.3522999999999996
60.6 , 1.582339
60.7 , 1.369708
60.8 , 1.199709
60.9 , 1.0002739999999999
61.0 , 1.121619
61.1 , 0.5013289999999999
61.2 , 0.5361729999999999
61.3 , 0.8172709999999999
61.4 , 0.48897099999999993
61.5 , 0.029159999999999853
61.6 , 0.3246
61.7 , 0.5738059999999999
61.8 , 0.20856999999999992
61.9 , 0.20729999999999982
62.0 , 0.12632999999999983
62.1 , 0.8414769999999999
62.2 , 0.6635769999999999
62.3 , 0.28057
62.4 , 0.12269999999999981
62.5 , 0.49397199999999986
62.6 , 0.7538779999999999
62.7 , 0.503836
62.8 , 0.6903599999999999
62.9 , 0.13791999999999982
63.0 , 0.4613369999999999
63.1 , 0.6554709999999999
63.2 , 0.27069999999999994
63.3 , 0.48882599999999987
63.4 , 0.624226
63.5 , 0.19280999999999993
63.6 , 0.5008789999999999
63.7 , 1.126946
63.8 , 1.244038
63.9 , 0.6481089999999999
64.0 , 1.493245
64.1 , 1.219333
64.2 , 1.579594
64.3 , 2.219175
64.4 , 1.915031
64.5 , 1.61746
64.6 , 2.46378
64.7 , 2.4159499999999996
64.8 , 2.227544
64.9 , 2.44401
